room_number,building,capacity,features
210,SWNG,30,"General Teaching Space, Tables - Any, SWNG, Projector/Large Screen, Whiteboard, Document Camera, Tables - Moveable, Moveable Chairs, Rows"
2109,LIFE,30,"General Teaching Space, Tables - Any, LIFE, Projector/Large Screen, Moveable Chairs, Groups"
211,LASR,20,"NEPL, JWST, CAP, ENST, THFL, CMST, CINE, ARBM, NORD, AMNE, ASIX, General Teaching Space, Tables - Any, Chalkboard, Projector/Large Screen, Tables - Moveable, LASR, Moveable Chairs, JRNL, WRDS, VISA, URST, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PPGA, PORT, POLS, POLI, PLAN, PHIL, PERS, NEST, MUSC, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, ISCI, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, GEOS, GEOG, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENGL, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CENS, CDST, CCST, ASTU, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Seminar, UDES"
212,GEOG,68,"ENST, General Teaching Space, Tables - Any, Media Capture (Recording)/Live-Streaming, Chalkboard, GEOG, Projector/Large Screen, Moveable Chairs, JRNL, VISA, URST, SOWK, SCIE, PLAN, MUSC, MATH, LLED, LIBR, LAIS, ISCI, INFO, GEOS, GEOG, EDST, ECED, CSPW, CHIL, CHEM, CCST, ARTS, ARTH, ARST, ARCH, ADHE, Rows, Room PC, UDES"
214,GEOG,42,"ENST, General Teaching Space, Tables - Any, GEOG, Projector/Large Screen, Whiteboard, Tables - Moveable, Moveable Chairs, JRNL, VISA, URST, SOWK, SCIE, PLAN, MUSC, MATH, LLED, LIBR, LAIS, ISCI, INFO, GEOS, GEOG, EDST, ECED, CSPW, CHIL, CHEM, CCST, ARTS, ARTH, ARST, ARCH, ADHE, Rows, UDES"
2200,BIOL,78,"General Teaching Space, Tables - Any, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Chalkboard, Document Cameras x 2, Projector/Large Screen, BIOL, Document Camera, Moveable Chairs, STAT, SPPH, SPHA, RES, PHYS, PCTH, PATH, OSOT, NURS, NSCI, NAME, MTRL, MRNE, MINE, MIDW, MICB, MECH, MANU, KIN, INDS, HUNU, HPB, GSAT, FSCT, FOOD, FNH, FISH, FIPR, EPSE, EOSC, ENVR, ENVE, ENPH, EDUC, EDCP, ECPS, DSCI, DHYG, DES, DENT, COLX, CNPS, CIVL, CHEM, CAPS, BOTA, BIOL, BIOC, ATSC, ASTR, APSC, APPP, ANAT, Rows, Room PC"
2201,LIFE,294,"General Teaching Space, Tables - Any, AC Power to 100% of Seats, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Chalkboard, LIFE, Document Cameras x 2, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, SCIE, PHYS, LIBR, LAIS, ENPH, CSPW, CHIL, ASTR, ARTS, ARST, Rows, Room PC"
2202,LIFE,90,"General Teaching Space, Tables - Any, Dual Content Capable, LIFE, Document Cameras x 2, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, Rows"
221,SWNG,190,"General Teaching Space, Tables - Any, Dual Content Capable, Media Capture (Recording)/Live-Streaming, SWNG, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, Rows, Room PC"
2212,LIFE,58,"General Teaching Space, Tables - Any, LIFE, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, Rows"
2214,LIFE,58,"General Teaching Space, Tables - Any, LIFE, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, Rows"
222,SWNG,190,"General Teaching Space, Tables - Any, Dual Content Capable, Media Capture (Recording)/Live-Streaming, SWNG, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, Rows, Room PC"
225,MATH,25,"NEPL, JWST, CAP, ENST, THFL, CMST, CINE, ARBM, NORD, AMNE, ASIX, General Teaching Space, Chalkboard, Projector/Large Screen, MATH, Document Camera, JRNL, WRDS, VISA, URST, TIBT, THTR, SWED, SPAN, SOWK, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PPGA, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MUSC, MDVL, MATH, LLED, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, ISCI, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, GEOS, GEOG, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, EDST, ECED, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CHEM, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ADHE, ACAM, Rows, Moveable Chairs - Tablet Arms, UDES"
2302,LIFE,124,"General Teaching Space, Tables - Any, Dual Content Capable, LIFE, Document Cameras x 2, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, Rows"
232,ANGU,16,"General Teaching Space, Tables - Any, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, ANGU, Tables - Moveable, Moveable Chairs, COMR, COMM, COHR, COEC, BUSI, BAUL, BATM, BATL, BASM, BASD, BASC, BAPA, BAMS, BAMA, BALA, BAIT, BAIM, BAHR, BAHC, BAFI, BAEN, BABS, BAAC, BA, Seminar, Room PC"
234,ANGU,60,"General Teaching Space, Tables - Any, AC Power to 100% of Seats, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, ANGU, Moveable Chairs, COMR, COMM, COHR, COEC, BUSI, BAUL, BATM, BATL, BASM, BASD, BASC, BAPA, BAMS, BAMA, BALA, BAIT, BAIM, BAHR, BAHC, BAFI, BAEN, BABS, BAAC, BA, Case-Style, Room PC"
235,ANGU,41,"General Teaching Space, Tables - Any, AC Power to 100% of Seats, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, ANGU, Moveable Chairs, COMR, COMM, COHR, COEC, BUSI, BAUL, BATM, BATL, BASM, BASD, BASC, BAPA, BAMS, BAMA, BALA, BAIT, BAIM, BAHR, BAHC, BAFI, BAEN, BABS, BAAC, BA, Case-Style, Room PC"
237,ANGU,41,"General Teaching Space, Tables - Any, AC Power to 100% of Seats, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, ANGU, Moveable Chairs, COMR, COMM, COHR, COEC, BUSI, BAUL, BATM, BATL, BASM, BASD, BASC, BAPA, BAMS, BAMA, BALA, BAIT, BAIM, BAHR, BAHC, BAFI, BAEN, BABS, BAAC, BA, Case-Style, Room PC"
2402,LIFE,54,"General Teaching Space, Tables - Any, LIFE, Tables - Moveable, Moveable Chairs, Rows"
2404,LIFE,48,"General Teaching Space, Tables - Any, LIFE, Tables - Moveable, Moveable Chairs, Groups"
241,ANGU,70,"General Teaching Space, Tables - Any, AC Power to 100% of Seats, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, ANGU, Moveable Chairs, COMR, COMM, COHR, COEC, BUSI, BAUL, BATM, BATL, BASM, BASD, BASC, BAPA, BAMS, BAMA, BALA, BAIT, BAIM, BAHR, BAHC, BAFI, BAEN, BABS, BAAC, BA, Case-Style, Room PC"
243,ANGU,68,"General Teaching Space, Tables - Any, AC Power to 100% of Seats, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, ANGU, Moveable Chairs, COMR, COMM, COHR, COEC, BUSI, BAUL, BATM, BATL, BASM, BASD, BASC, BAPA, BAMS, BAMA, BALA, BAIT, BAIM, BAHR, BAHC, BAFI, BAEN, BABS, BAAC, BA, Case-Style, Room PC"
254,ANGU,64,"General Teaching Space, Tables - Any, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, ANGU, Tables - Moveable, Moveable Chairs, COMR, COMM, COHR, COEC, BUSI, BAUL, BATM, BATL, BASM, BASD, BASC, BAPA, BAMS, BAMA, BALA, BAIT, BAIM, BAHR, BAHC, BAFI, BAEN, BABS, BAAC, BA, Rows, Room PC"
256,MCML,32,"General Teaching Space, Tables - Any, Projector/Large Screen, Whiteboard, MCML, Tables - Moveable, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, RES, PLNT, NAME, MTRL, MINE, MECH, MANU, LWS, LING, LFS, LARC, IWME, IGEN, HUNU, HPB, HGSE, GRS, GEM, GBPR, FRST, FRE, FOPR, FOPE, FOOD, FNH, FISH, FCOR, EOSC, ENVR, ENVE, ELEC, EECE, DSCI, DES, CPSC, CPEN, CONS, COLX, CIVL, CHBE, CEEN, BMEG, BEST, ATSC, ASL, AQUA, APSC, APPP, APBI, AANB, Rows"
260,MCML,32,"General Teaching Space, Tables - Any, Projector/Large Screen, Whiteboard, MCML, Tables - Moveable, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, RES, PLNT, NAME, MTRL, MINE, MECH, MANU, LWS, LING, LFS, LARC, IWME, IGEN, HUNU, HPB, HGSE, GRS, GEM, GBPR, FRST, FRE, FOPR, FOPE, FOOD, FNH, FISH, FCOR, EOSC, ENVR, ENVE, ELEC, EECE, DSCI, DES, CPSC, CPEN, CONS, COLX, CIVL, CHBE, CEEN, BMEG, BEST, ATSC, ASL, AQUA, APSC, APPP, APBI, AANB, Rows"
261,IBLC,108,"NEPL, JWST, CAP, ENST, THFL, CMST, CINE, ARBM, NORD, AMNE, ASIX, General Teaching Space, Tables - Any, Dual Content Capable, IBLC, Media Capture (Recording)/Live-Streaming, Chalkboard, Projector/Large Screen, Document Camera, Tables - Moveable, Moveable Chairs, WRDS, VISA, URST, TIBT, THTR, SWED, SPAN, SOCI, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PORT, POLS, POLI, PLAN, PHYS, PHIL, PERS, NEST, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, INLB, INFO, INDO, HIST, HINU, HEBR, GRSJ, GREK, GERM, GEOS, GEOG, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, ECON, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, COEC, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CHEM, CENS, CDST, CCST, ASTU, ASTR, ASIC, ASIA, ARTS, ARTH, ARST, ARCL, ARCH, ARBC, ANTH, AFST, ACAM, Rows, Room PC, UDES"
291,ANGU,60,"General Teaching Space, Tables - Any, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, ANGU, Moveable Chairs, COMR, COMM, COHR, COEC, BUSI, BAUL, BATM, BATL, BASM, BASD, BASC, BAPA, BAMS, BAMA, BALA, BAIT, BAIM, BAHR, BAHC, BAFI, BAEN, BABS, BAAC, BA, Groups, Room PC"
292,ANGU,36,"General Teaching Space, Tables - Any, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, ANGU, Tables - Moveable, Moveable Chairs, COMR, COMM, COHR, COEC, BUSI, BAUL, BATM, BATL, BASM, BASD, BASC, BAPA, BAMS, BAMA, BALA, BAIT, BAIM, BAHR, BAHC, BAFI, BAEN, BABS, BAAC, BA, Rows, Room PC"
293,ANGU,32,"General Teaching Space, Tables - Any, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, ANGU, Tables - Moveable, Moveable Chairs, COMR, COMM, COHR, COEC, BUSI, BAUL, BATM, BATL, BASM, BASD, BASC, BAPA, BAMS, BAMA, BALA, BAIT, BAIM, BAHR, BAHC, BAFI, BAEN, BABS, BAAC, BA, Rows, Room PC"
295,ANGU,60,"General Teaching Space, Tables - Any, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, ANGU, Moveable Chairs, COMR, COMM, COHR, COEC, BUSI, BAUL, BATM, BATL, BASM, BASD, BASC, BAPA, BAMS, BAMA, BALA, BAIT, BAIM, BAHR, BAHC, BAFI, BAEN, BABS, BAAC, BA, Groups, Room PC"
296,ANGU,36,"General Teaching Space, Tables - Any, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, ANGU, Tables - Moveable, Moveable Chairs, COMR, COMM, COHR, COEC, BUSI, BAUL, BATM, BATL, BASM, BASD, BASC, BAPA, BAMS, BAMA, BALA, BAIT, BAIM, BAHR, BAHC, BAFI, BAEN, BABS, BAAC, BA, Rows, Room PC"
3,IRC,88,"IRC, General Teaching Space, Tables - Any, AC Power to 100% of Seats, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Chalkboard, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, SPPH, SPHA, RHSC, RES, PHTH, PCTH, PATH, OSOT, NURS, NSCI, NAME, MRNE, MIDW, MICB, MEDG, MECH, MANU, KIN, IWME, HUNU, HPB, GSAT, GBPR, FSCT, FOOD, FNH, FISH, ENVE, DHYG, DES, DENT, CIVL, CHBE, CEEN, CAPS, BOTA, BMEG, BIOL, BIOC, AUDI, APSC, APPP, ANAT, Rows, Room PC"
30,FNH,40,"General Teaching Space, FNH, Projector/Large Screen, Whiteboard, Document Camera, STAT, SPPH, SPHA, SOIL, RHSC, RES, PLNT, PHTH, PCTH, PATH, OSOT, NURS, NSCI, NAME, MTRL, MRNE, MINE, MIDW, MICB, MECH, MANU, LWS, LFS, LARC, KIN, IWME, INDS, IGEN, HUNU, HPB, GSAT, GRS, GBPR, FSCT, FRE, FOOD, FNH, FISH, EPSE, EOSC, ENVR, ENVE, ELEC, EECE, EDUC, EDCP, ECPS, DSCI, DHYG, DES, DENT, CPEN, COLX, CNPS, CIVL, CHEM, CHBE, CEEN, CAPS, BOTA, BMEG, BIOL, BIOC, AUDI, ATSC, AQUA, APSC, APPP, APBI, ANAT, AANB, Rows, Moveable Chairs - Tablet Arms"
3002,MCLD,64,"General Teaching Space, Tables - Any, Dual Content Capable, MCLD, Projector/Large Screen, Whiteboard, Document Camera, Tables - Moveable, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, RES, PLNT, NAME, MTRL, MINE, MECH, MANU, LWS, LING, LFS, LARC, IWME, IGEN, HUNU, HPB, HGSE, GRS, GEM, GBPR, FRST, FRE, FOPR, FOPE, FOOD, FNH, FISH, FCOR, EOSC, ENVR, ENVE, ELEC, EECE, DSCI, DES, CPSC, CPEN, CONS, COLX, CIVL, CHBE, CEEN, BMEG, BEST, ATSC, ASL, AQUA, APSC, APPP, APBI, AANB, Rows, Room PC"
3002,ORCH,26,"General Teaching Space, Tables - Any, Media Capture (Recording)/Live-Streaming, ORCH, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, PLNT, MTRL, MINE, LWS, LING, LFS, LARC, IGEN, HGSE, GRS, GEM, FRST, FRE, FOPR, FOPE, FCOR, EOSC, ENVR, ELEC, EECE, DSCI, CPSC, CPEN, CONS, COLX, BEST, ATSC, ASL, AQUA, APBI, AANB, Rows, Room PC"
3004,ORCH,24,"General Teaching Space, Tables - Any, Media Capture (Recording)/Live-Streaming, ORCH, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, PLNT, MTRL, MINE, LWS, LING, LFS, LARC, IGEN, HGSE, GRS, GEM, FRST, FRE, FOPR, FOPE, FCOR, EOSC, ENVR, ELEC, EECE, DSCI, CPSC, CPEN, CONS, COLX, BEST, ATSC, ASL, AQUA, APBI, AANB, Rows, Room PC"
3008,MCLD,48,"General Teaching Space, Tables - Any, AC Power to 100% of Seats, Media Capture (Recording)/Live-Streaming, MCLD, Learn Lab, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, RES, PLNT, NAME, MTRL, MINE, MECH, MANU, LWS, LING, LFS, LARC, IWME, IGEN, HUNU, HPB, HGSE, GRS, GEM, GBPR, FRST, FRE, FOPR, FOPE, FOOD, FNH, FISH, FCOR, EOSC, ENVR, ENVE, ELEC, EECE, DSCI, DES, CPSC, CPEN, CONS, COLX, CIVL, CHBE, CEEN, BMEG, BEST, ATSC, ASL, AQUA, APSC, APPP, APBI, AANB, Groups, Room PC"
301,DMP,80,"NRES, ILS, General Teaching Space, Tables - Any, AC Power to 100% of Seats, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Projector/Large Screen, Whiteboard, Document Camera, DMP, Moveable Chairs, WOOD, VANT, URSY, UFOR, SOIL, PLNT, PHRM, PHAR, NAME, MTRL, MINE, MEDG, MECH, MANU, LWS, LING, LFS, LARC, IWME, IGEN, HPB, HGSE, GRS, GEM, GBPR, FRST, FRE, FOPR, FOPE, FCOR, ENVE, ELEC, EECE, CPSC, CPEN, CONS, CIVL, CHBE, CEEN, BMEG, BEST, ASL, AQUA, APSC, APPP, APBI, AANB, Rows, Room PC"
301,HENN,30,"NEPL, JWST, CAP, THFL, CMST, CINE, ARBM, NORD, AMNE, ASIX, General Teaching Space, Tables - Any, HENN, Chalkboard, Projector/Large Screen, Document Camera, Tables - Moveable, Moveable Chairs, WRDS, TIBT, THTR, SWED, SPAN, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PORT, POLS, POLI, PHYS, PHIL, PERS, PATH, NEST, MRNE, MICB, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, ISCI, INLB, INFO, INDO, HIST, HINU, HEBR, GSAT, GRSJ, GREK, GERM, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CHEM, CENS, CDST, CAPS, BOTA, BIOL, ASTU, ASTR, ASIC, ASIA, ARTS, ARST, ARCL, ARBC, ANTH, ANAT, AFST, ACAM, Rows"
301,IONA,100,"General Teaching Space, Tables - Any, AC Power to 100% of Seats, Dual Content Capable, Media Capture (Recording)/Live-Streaming, IONA, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, ECON, COEC, Case-Style, Room PC"
3014,MCLD,60,"General Teaching Space, Tables - Any, AC Power to 100% of Seats, Media Capture (Recording)/Live-Streaming, MCLD, Learn Lab, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, RES, PLNT, NAME, MTRL, MINE, MECH, MANU, LWS, LING, LFS, LARC, IWME, IGEN, HUNU, HPB, HGSE, GRS, GEM, GBPR, FRST, FRE, FOPR, FOPE, FOOD, FNH, FISH, FCOR, EOSC, ENVR, ENVE, ELEC, EECE, DSCI, DES, CPSC, CPEN, CONS, COLX, CIVL, CHBE, CEEN, BMEG, BEST, ATSC, ASL, AQUA, APSC, APPP, APBI, AANB, Groups, Room PC"
3016,ORCH,24,"General Teaching Space, Tables - Any, Media Capture (Recording)/Live-Streaming, ORCH, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, PLNT, MTRL, MINE, LWS, LING, LFS, LARC, IGEN, HGSE, GRS, GEM, FRST, FRE, FOPR, FOPE, FCOR, EOSC, ENVR, ELEC, EECE, DSCI, CPSC, CPEN, CONS, COLX, BEST, ATSC, ASL, AQUA, APBI, AANB, Groups, Room PC"
3018,MCLD,72,"General Teaching Space, Tables - Any, AC Power to 100% of Seats, Media Capture (Recording)/Live-Streaming, MCLD, Learn Lab, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, RES, PLNT, NAME, MTRL, MINE, MECH, MANU, LWS, LING, LFS, LARC, IWME, IGEN, HUNU, HPB, HGSE, GRS, GEM, GBPR, FRST, FRE, FOPR, FOPE, FOOD, FNH, FISH, FCOR, EOSC, ENVR, ENVE, ELEC, EECE, DSCI, DES, CPSC, CPEN, CONS, COLX, CIVL, CHBE, CEEN, BMEG, BEST, ATSC, ASL, AQUA, APSC, APPP, APBI, AANB, Groups, Room PC"
3018,ORCH,48,"General Teaching Space, Tables - Any, Media Capture (Recording)/Live-Streaming, Learn Lab, ORCH, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, PLNT, MTRL, MINE, LWS, LING, LFS, LARC, IGEN, HGSE, GRS, GEM, FRST, FRE, FOPR, FOPE, FCOR, EOSC, ENVR, ELEC, EECE, DSCI, CPSC, CPEN, CONS, COLX, BEST, ATSC, ASL, AQUA, APBI, AANB, Groups, Room PC"
302,HENN,30,"NEPL, JWST, CAP, THFL, CMST, CINE, ARBM, NORD, AMNE, ASIX, General Teaching Space, Tables - Any, HENN, Chalkboard, Projector/Large Screen, Document Camera, Tables - Moveable, Moveable Chairs, WRDS, TIBT, THTR, SWED, SPAN, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PORT, POLS, POLI, PHYS, PHIL, PERS, PATH, NEST, MRNE, MICB, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, ISCI, INLB, INFO, INDO, HIST, HINU, HEBR, GSAT, GRSJ, GREK, GERM, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CHEM, CENS, CDST, CAPS, BOTA, BIOL, ASTU, ASTR, ASIC, ASIA, ARTS, ARST, ARCL, ARBC, ANTH, ANAT, AFST, ACAM, Rows"
303,FORW,63,"General Teaching Space, Tables - Any, Dual Content Capable, Media Capture (Recording)/Live-Streaming, Chalkboard, FORW, Projector/Large Screen, Document Camera, Moveable Chairs, SPE, WOOD, VANT, URSY, UFOR, STAT, SPPH, SPHA, SOIL, RES, PLNT, NAME, MTRL, MRNE, MINE, MICB, MECH, MANU, LWS, LING, LFS, LARC, INDS, IGEN, HUNU, HPB, HGSE, GRS, GEM, FRST, FRE, FOPR, FOPE, FOOD, FNH, FISH, FIPR, FCOR, EPSE, EOSC, ENVR, ENVE, ELEC, EECE, EDUC, EDCP, ECPS, DSCI, DES, CPSC, CPEN, CONS, COLX, CNPS, CIVL, CAPS, BIOL, BEST, ATSC, ASL, AQUA, APSC, APPP, APBI, ANAT, AANB, Rows, Room PC"
304,HENN,36,"NEPL, JWST, CAP, THFL, CMST, CINE, ARBM, NORD, AMNE, ASIX, General Teaching Space, Tables - Any, HENN, Chalkboard, Projector/Large Screen, Document Camera, Tables - Moveable, Moveable Chairs, WRDS, TIBT, THTR, SWED, SPAN, SOAL, SLAV, SEAL, SCIE, SCAN, SANS, RUSS, RMST, RGST, RELG, PUNJ, PSYC, PORT, POLS, POLI, PHYS, PHIL, PERS, PATH, NEST, MRNE, MICB, MDVL, MATH, LIBR, LATN, LAST, LASO, LAIS, KORN, JAPN, ITST, ITAL, ISCI, INLB, INFO, INDO, HIST, HINU, HEBR, GSAT, GRSJ, GREK, GERM, FREN, FNIS, FNEL, FMST, FIST, FHIS, ENPH, ENGL, DMED, DANI, CTLN, CSPW, CSIS, CRWR, COGS, CNTO, CNRS, CLST, CLCH, CHIN, CHIL, CHEM, CENS, CDST, CAPS, BOTA, BIOL, ASTU, ASTR, ASIC, ASIA, ARTS, ARST, ARCL, ARBC, ANTH, ANAT, AFST, ACAM, Rows"
305,SWNG,48,"General Teaching Space, Tables - Any, SWNG, Projector/Large Screen, Whiteboard, Document Camera, Tables - Moveable, Moveable Chairs, Rows"
3052,ORCH,24,"General Teaching Space, Tables - Any, Media Capture (Recording)/Live-Streaming, ORCH, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, PLNT, MTRL, MINE, LWS, LING, LFS, LARC, IGEN, HGSE, GRS, GEM, FRST, FRE, FOPR, FOPE, FCOR, EOSC, ENVR, ELEC, EECE, DSCI, CPSC, CPEN, CONS, COLX, BEST, ATSC, ASL, AQUA, APBI, AANB, Rows, Room PC"
3058,ORCH,26,"General Teaching Space, Tables - Any, Media Capture (Recording)/Live-Streaming, ORCH, Projector/Large Screen, Whiteboard, Document Camera, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, PLNT, MTRL, MINE, LWS, LING, LFS, LARC, IGEN, HGSE, GRS, GEM, FRST, FRE, FOPR, FOPE, FCOR, EOSC, ENVR, ELEC, EECE, DSCI, CPSC, CPEN, CONS, COLX, BEST, ATSC, ASL, AQUA, APBI, AANB, Rows, Room PC"
306,SWNG,30,"General Teaching Space, Tables - Any, SWNG, Projector/Large Screen, Whiteboard, Document Camera, Tables - Moveable, Moveable Chairs, Rows"
3062,ORCH,16,"General Teaching Space, Media Capture (Recording)/Live-Streaming, ORCH, Projector/Large Screen, Whiteboard, Document Camera, WOOD, VANT, URSY, UFOR, STAT, SOIL, PLNT, MTRL, MINE, LWS, LING, LFS, LARC, IGEN, HGSE, GRS, GEM, FRST, FRE, FOPR, FOPE, FCOR, EOSC, ENVR, ELEC, EECE, DSCI, CPSC, CPEN, CONS, COLX, BEST, ATSC, ASL, AQUA, APBI, AANB, Rows, Room PC, Moveable Chairs - Tablet Arms"
3068,ORCH,16,"General Teaching Space, Media Capture (Recording)/Live-Streaming, ORCH, Projector/Large Screen, Whiteboard, Document Camera, WOOD, VANT, URSY, UFOR, STAT, SOIL, PLNT, MTRL, MINE, LWS, LING, LFS, LARC, IGEN, HGSE, GRS, GEM, FRST, FRE, FOPR, FOPE, FCOR, EOSC, ENVR, ELEC, EECE, DSCI, CPSC, CPEN, CONS, COLX, BEST, ATSC, ASL, AQUA, APBI, AANB, Seminar, Room PC, Moveable Chairs - Tablet Arms"
307,SWNG,48,"General Teaching Space, Tables - Any, SWNG, Projector/Large Screen, Whiteboard, Document Camera, Tables - Moveable, Moveable Chairs, Rows"
3072,ORCH,16,"General Teaching Space, Media Capture (Recording)/Live-Streaming, ORCH, Projector/Large Screen, Whiteboard, Document Camera, WOOD, VANT, URSY, UFOR, STAT, SOIL, PLNT, MTRL, MINE, LWS, LING, LFS, LARC, IGEN, HGSE, GRS, GEM, FRST, FRE, FOPR, FOPE, FCOR, EOSC, ENVR, ELEC, EECE, DSCI, CPSC, CPEN, CONS, COLX, BEST, ATSC, ASL, AQUA, APBI, AANB, Rows, Room PC, Moveable Chairs - Tablet Arms"
3074,ORCH,72,"General Teaching Space, Tables - Any, Dual Content Capable, Media Capture (Recording)/Live-Streaming, ORCH, Projector/Large Screen, Whiteboard, Document Camera, Video Conferencing, Moveable Chairs, WOOD, VANT, URSY, UFOR, STAT, SOIL, PLNT, MTRL, MINE, LWS, LING, LFS, LARC, IGEN, HGSE, GRS, GEM, FRST, FRE, FOPR, FOPE, FCOR, EOSC, ENVR, ELEC, EECE, DSCI, CPSC, CPEN, CONS, COLX, BEST, ATSC, ASL, AQUA, APBI, AANB, Rows, Room PC"
