room_number,building,start_time,end_time,course_code,instructor,booking_type
B209,BUCH,2025-12-01 11:00:00,2025-12-01 12:30:00,"RMST_V 310C-W/LEC/1Ziethen, AntjeLEC3-16",Unknown,LEC
B209,BUCH,2025-12-02 11:00:00,2025-12-02 12:30:00,N/A,Unknown,OTHER
B209,BUCH,2025-12-03 11:00:00,2025-12-03 12:30:00,"RMST_V 310C-W/LEC/1Ziethen, AntjeLEC3-16",Unknown,LEC
B209,BUCH,2025-12-04 11:00:00,2025-12-04 12:30:00,N/A,Unknown,OTHER
B209,BUCH,2025-12-05 12:00:00,2025-12-05 13:00:00,N/A,Unknown,OTHER
B209,BUCH,2025-12-02 12:30:00,2025-12-02 14:00:00,"SPAN_V 406-W/LEC/101Fernandez Utrera, Maria SoledadLEC3-16",Unknown,LEC
B209,BUCH,2025-12-04 12:30:00,2025-12-04 14:00:00,"SPAN_V 406-W/LEC/101Fernandez Utrera, Maria SoledadLEC3-16",Unknown,LEC
B209,BUCH,2025-12-01 13:00:00,2025-12-01 14:00:00,"GERN_V 101-W/LEC/104Kumar, UmaLEC3-16",Unknown,LEC
B209,BUCH,2025-12-03 13:00:00,2025-12-03 14:00:00,"GERN_V 101-W/LEC/104Kumar, UmaLEC3-16",Unknown,LEC
B209,BUCH,2025-12-05 13:00:00,2025-12-05 14:00:00,"GERN_V 101-W/LEC/104Kumar, UmaLEC3-16",Unknown,LEC
B209,BUCH,2025-12-01 14:00:00,2025-12-01 15:00:00,N/A,Unknown,OTHER
B209,BUCH,2025-12-02 14:00:00,2025-12-02 15:30:00,"APBI_V 415-W/LEC/002MacRae, AmeliaLEC3-16",Unknown,LEC
B209,BUCH,2025-12-03 14:00:00,2025-12-03 15:00:00,N/A,Unknown,OTHER
B209,BUCH,2025-12-04 14:00:00,2025-12-04 15:30:00,"APBI_V 415-W/LEC/002MacRae, AmeliaLEC3-16",Unknown,LEC
B209,BUCH,2025-12-05 14:00:00,2025-12-05 15:00:00,N/A,Unknown,OTHER
B209,BUCH,2025-12-03 15:00:00,2025-12-03 17:00:00,"ARCH_V 548-W/LEC/101Soules, MatthewLEC3-16",Unknown,LEC
B209,BUCH,2025-12-04 16:30:00,2025-12-04 17:30:00,N/A,Unknown,OTHER
B209,BUCH,2025-12-03 18:00:00,2025-12-03 19:30:00,N/A,Unknown,OTHER
B210,BUCH,2025-12-02 09:30:00,2025-12-02 11:00:00,GRSJ_V 224A-W/LEC/102LEC3-16,Unknown,LEC
B210,BUCH,2025-12-04 09:30:00,2025-12-04 11:00:00,GRSJ_V 224A-W/LEC/102LEC3-16,Unknown,LEC
B210,BUCH,2025-12-05 10:00:00,2025-12-05 11:00:00,N/A,Unknown,OTHER
B210,BUCH,2025-12-02 11:00:00,2025-12-02 12:30:00,"ENGL_V 373-W/LEC/001McCormack, BrendanLEC3-16",Unknown,LEC
B210,BUCH,2025-12-04 11:00:00,2025-12-04 12:30:00,"ENGL_V 373-W/LEC/001McCormack, BrendanLEC3-16",Unknown,LEC
B210,BUCH,2025-12-05 11:00:00,2025-12-05 12:00:00,N/A,Unknown,OTHER
B210,BUCH,2025-12-01 12:00:00,2025-12-01 13:00:00,N/A,Unknown,OTHER
B210,BUCH,2025-12-03 12:00:00,2025-12-03 13:00:00,N/A,Unknown,OTHER
B210,BUCH,2025-12-05 12:00:00,2025-12-05 13:00:00,N/A,Unknown,OTHER
B210,BUCH,2025-12-02 12:30:00,2025-12-02 14:00:00,"ENGL_V 368A-W/LEC/001Severs, JeffreyLEC3-16",Unknown,LEC
B210,BUCH,2025-12-04 12:30:00,2025-12-04 14:00:00,"ENGL_V 368A-W/LEC/001Severs, JeffreyLEC3-16",Unknown,LEC
B210,BUCH,2025-12-01 13:00:00,2025-12-01 14:00:00,"FREN_V 401-W/1Naami, NadiaLEC3-16",Unknown,LEC
B210,BUCH,2025-12-03 13:00:00,2025-12-03 14:00:00,"FREN_V 401-W/1Naami, NadiaLEC3-16",Unknown,LEC
B210,BUCH,2025-12-05 13:00:00,2025-12-05 14:00:00,"FREN_V 401-W/1Naami, NadiaLEC3-16",Unknown,LEC
B210,BUCH,2025-12-02 14:00:00,2025-12-02 16:00:00,"JAPN_V 100-W/LEC/006Kim, IhhwaLEC3-16",Unknown,LEC
B210,BUCH,2025-12-03 14:00:00,2025-12-03 15:30:00,"SOCI_V 415A-W/LEC/103Bartolic, SilviaLEC3-16",Unknown,LEC
B210,BUCH,2025-12-04 14:00:00,2025-12-04 16:00:00,"JAPN_V 100-W/LEC/006Kim, IhhwaLEC3-16",Unknown,LEC
B210,BUCH,2025-12-05 14:00:00,2025-12-05 15:30:00,"SOCI_V 415A-W/LEC/103Bartolic, SilviaLEC3-16",Unknown,LEC
B210,BUCH,2025-12-04 16:30:00,2025-12-04 17:30:00,N/A,Unknown,OTHER
B211,BUCH,2025-12-05 09:00:00,2025-12-05 10:00:00,N/A,Unknown,OTHER
B211,BUCH,2025-12-02 09:30:00,2025-12-02 11:00:00,"CINE_V 240-W/LEC/001Zaiontz, KerenLEC3-16",Unknown,LEC
B211,BUCH,2025-12-04 09:30:00,2025-12-04 11:00:00,"CINE_V 240-W/LEC/001Zaiontz, KerenLEC3-16",Unknown,LEC
B211,BUCH,2025-12-01 10:00:00,2025-12-01 11:00:00,"GERN_V 101-W/LEC/105Kumar, UmaLEC3-16",Unknown,LEC
B211,BUCH,2025-12-03 10:00:00,2025-12-03 11:00:00,"GERN_V 101-W/LEC/105Kumar, UmaLEC3-16",Unknown,LEC
B211,BUCH,2025-12-05 10:00:00,2025-12-05 11:00:00,"GERN_V 101-W/LEC/105Kumar, UmaLEC3-16",Unknown,LEC
B211,BUCH,2025-12-01 11:00:00,2025-12-01 12:00:00,"THTR_V 420-W/LEC/001Jiang, HanyangLEC3-16",Unknown,LEC
B211,BUCH,2025-12-02 11:00:00,2025-12-02 12:30:00,"SPAN_V 364-W/LEC/101Beauchesne, KimLEC3-16",Unknown,LEC
B211,BUCH,2025-12-03 11:00:00,2025-12-03 12:00:00,"THTR_V 420-W/LEC/001Jiang, HanyangLEC3-16",Unknown,LEC
B211,BUCH,2025-12-04 11:00:00,2025-12-04 12:30:00,"SPAN_V 364-W/LEC/101Beauchesne, KimLEC3-16",Unknown,LEC
B211,BUCH,2025-12-05 11:00:00,2025-12-05 12:00:00,"THTR_V 420-W/LEC/001Jiang, HanyangLEC3-16",Unknown,LEC
B211,BUCH,2025-12-01 12:00:00,2025-12-01 13:00:00,N/A,Unknown,OTHER
B211,BUCH,2025-12-03 12:30:00,2025-12-03 14:00:00,"SPAN_V 308-W/LEC/101Alvarez Moreno, RaulLEC3-16",Unknown,LEC
B211,BUCH,2025-12-05 12:30:00,2025-12-05 14:00:00,"SPAN_V 308-W/LEC/101Alvarez Moreno, RaulLEC3-16",Unknown,LEC
B211,BUCH,2025-12-01 13:00:00,2025-12-01 14:00:00,"JAPN_V 320-W/LEC/012Matsumoto, YasukoLEC3-16",Unknown,LEC
B211,BUCH,2025-12-02 13:00:00,2025-12-02 14:00:00,"JAPN_V 320-W/LEC/012Matsumoto, YasukoLEC3-16",Unknown,LEC
B211,BUCH,2025-12-04 13:00:00,2025-12-04 14:00:00,"JAPN_V 320-W/LEC/012Matsumoto, YasukoLEC3-16",Unknown,LEC
B211,BUCH,2025-12-01 14:00:00,2025-12-01 17:00:00,"CSIS_V 450A-W/LEC/1Puar, JasbirLEC3-16",Unknown,LEC
B211,BUCH,2025-12-02 14:00:00,2025-12-02 15:00:00,N/A,Unknown,OTHER
B211,BUCH,2025-12-03 14:00:00,2025-12-03 15:00:00,N/A,Unknown,OTHER
B211,BUCH,2025-12-04 14:00:00,2025-12-04 17:00:00,N/A,Unknown,OTHER
B211,BUCH,2025-12-05 14:00:00,2025-12-05 15:00:00,N/A,Unknown,OTHER
B211,BUCH,2025-12-03 15:00:00,2025-12-03 16:00:00,N/A,Unknown,OTHER
