room_number,building,start_time,end_time,course_code,instructor,booking_type
1000,BIOL,2025-12-02 12:30:00,2025-12-02 14:00:00,"BIOL_V 371-W/101Ballagh, IreneLEC3-16",Unknown,LEC
1000,BIOL,2025-12-04 12:30:00,2025-12-04 14:00:00,"BIOL_V 371-W/101Ballagh, IreneLEC3-16",Unknown,LEC
1000,BIOL,2025-12-01 13:00:00,2025-12-01 14:00:00,"BIOL_V 121-W/LEC/123Clarkston, BridgetteLEC3-16",Unknown,LEC
1000,BIOL,2025-12-03 13:00:00,2025-12-03 14:00:00,"BIOL_V 121-W/LEC/123Clarkston, BridgetteLEC3-16",Unknown,LEC
1000,BIOL,2025-12-05 13:00:00,2025-12-05 14:00:00,"BIOL_V 121-W/LEC/123Clarkston, BridgetteLEC3-16",Unknown,LEC
1000,BIOL,2025-12-01 14:00:00,2025-12-01 15:00:00,"BIOC_V 202-W/LEC/001Rowley, Michael, Williams, WarrenLEC3-16",Unknown,LEC
1000,BIOL,2025-12-02 14:00:00,2025-12-02 15:30:00,"BIOL_V 121-W/LEC/124Steinwand, BlaireLEC3-16",Unknown,LEC
1000,BIOL,2025-12-03 14:00:00,2025-12-03 15:00:00,"BIOC_V 202-W/LEC/001Rowley, Michael, Williams, WarrenLEC3-16",Unknown,LEC
1000,BIOL,2025-12-04 14:00:00,2025-12-04 15:30:00,"BIOL_V 121-W/LEC/124Steinwand, BlaireLEC3-16",Unknown,LEC
1000,BIOL,2025-12-05 14:00:00,2025-12-05 15:00:00,"BIOC_V 202-W/LEC/001Rowley, Michael, Williams, WarrenLEC3-16",Unknown,LEC
1000,BIOL,2025-12-01 15:00:00,2025-12-01 16:00:00,"CHEM_V 233-W/LEC/103Sammis, GlennLEC3-16",Unknown,LEC
1000,BIOL,2025-12-03 15:00:00,2025-12-03 16:00:00,"CHEM_V 233-W/LEC/103Sammis, GlennLEC3-16",Unknown,LEC
1000,BIOL,2025-12-05 15:00:00,2025-12-05 16:00:00,"CHEM_V 233-W/LEC/103Sammis, GlennLEC3-16",Unknown,LEC
1000,BIOL,2025-12-02 15:30:00,2025-12-02 17:00:00,"DSCI_V 100-W/LEC/1Yu, Hoi Yin Eugenia, Chen, DanielLEC3-16",Unknown,LEC
1000,BIOL,2025-12-04 15:30:00,2025-12-04 17:00:00,"DSCI_V 100-W/LEC/1Yu, Hoi Yin Eugenia, Chen, DanielLEC3-16",Unknown,LEC
1000,BIOL,2025-12-01 16:00:00,2025-12-01 17:30:00,"STAT_V 201-W/LEC/202Auger-Methe, MarieLEC3-16",Unknown,LEC
1000,BIOL,2025-12-03 16:00:00,2025-12-03 17:30:00,"STAT_V 201-W/LEC/202Auger-Methe, MarieLEC3-16",Unknown,LEC
1000,BIOL,2025-12-04 17:00:00,2025-12-04 18:00:00,STAT_V 301-W/LEC/T1ADIS3-16,Unknown,LEC
1000,BIOL,2025-12-04 18:00:00,2025-12-04 19:00:00,N/A,Unknown,OTHER
1001,BIOL,2025-12-06 07:00:00,2025-12-06 22:00:00,N/A,Unknown,OTHER
1001,BIOL,2025-12-04 08:00:00,2025-12-04 09:30:00,"APSC_V 262-W/LEC/102Jameson, AlexanderLEC3-16",Unknown,LEC
1001,BIOL,2025-12-05 09:30:00,2025-12-05 11:00:00,N/A,Unknown,OTHER
1001,BIOL,2025-12-01 11:00:00,2025-12-01 12:00:00,"CHIN_V 231-W/LEC/011Tao, HongyangLEC3-16",Unknown,LEC
1001,BIOL,2025-12-02 11:00:00,2025-12-02 12:30:00,"HIST_V 260-W/LEC/101, PHIL_V 260-W/LEC/001Brain, RobertLEC3-16",Unknown,LEC
1001,BIOL,2025-12-03 11:00:00,2025-12-03 12:00:00,"CHIN_V 231-W/LEC/011Tao, HongyangLEC3-16",Unknown,LEC
1001,BIOL,2025-12-04 11:00:00,2025-12-04 12:30:00,"HIST_V 260-W/LEC/101, PHIL_V 260-W/LEC/001Brain, RobertLEC3-16",Unknown,LEC
1001,BIOL,2025-12-05 11:00:00,2025-12-05 12:00:00,"CHIN_V 231-W/LEC/011Tao, HongyangLEC3-16",Unknown,LEC
1001,BIOL,2025-12-01 12:00:00,2025-12-01 13:00:00,"BIOC_V 404-W/LEC/001Greenblatt, Ethan, Kim, Hugh, Measday, Vivien, Subramaniam, SriramLEC3-16",Unknown,LEC
1001,BIOL,2025-12-05 12:00:00,2025-12-05 13:00:00,"BIOC_V 404-W/LEC/001Greenblatt, Ethan, Kim, Hugh, Measday, Vivien, Subramaniam, SriramLEC3-16",Unknown,LEC
1001,BIOL,2025-12-03 13:00:00,2025-12-03 16:00:00,N/A,Unknown,OTHER
1001,BIOL,2025-12-02 14:00:00,2025-12-02 15:30:00,"WRDS_V 150-W/LEC/TR/1.5-HRCarruthers Den Hoed, Rebecca SuzanneLEC3-16",Unknown,LEC
1001,BIOL,2025-12-04 14:00:00,2025-12-04 15:30:00,"WRDS_V 150-W/LEC/TR/1.5-HRCarruthers Den Hoed, Rebecca SuzanneLEC3-16",Unknown,LEC
1001,BIOL,2025-12-01 16:00:00,2025-12-01 18:00:00,N/A,Unknown,OTHER
1001,BIOL,2025-12-03 17:00:00,2025-12-03 19:30:00,N/A,Unknown,OTHER
1001,BIOL,2025-12-01 18:00:00,2025-12-01 20:00:00,N/A,Unknown,OTHER
1001,BIOL,2025-12-02 18:00:00,2025-12-02 19:00:00,N/A,Unknown,OTHER
1012,BIOL,2025-12-06 07:00:00,2025-12-06 22:00:00,N/A,Unknown,OTHER
1012,BIOL,2025-12-04 09:00:00,2025-12-04 12:00:00,N/A,Unknown,OTHER
1012,BIOL,2025-12-02 09:30:00,2025-12-02 12:30:00,"BIOL_V 180-W/Lec/1D1Wasteneys, GeoffLEC3-16",Unknown,LEC
1012,BIOL,2025-12-01 10:00:00,2025-12-01 11:00:00,"ENPH_V 353-W/LEC/101Isbasescu, IoanLEC3-16",Unknown,LEC
1012,BIOL,2025-12-03 10:00:00,2025-12-03 11:00:00,N/A,Unknown,OTHER
1012,BIOL,2025-12-01 11:00:00,2025-12-01 13:00:00,N/A,Unknown,OTHER
1012,BIOL,2025-12-03 11:00:00,2025-12-03 12:30:00,"MICB_V 407-W/LEC/001, PATH_V 437-W/LEC/001Jassem, Agata, Horwitz, MarcLEC3-16",Unknown,LEC
1012,BIOL,2025-12-05 11:00:00,2025-12-05 12:30:00,"MICB_V 407-W/LEC/001, PATH_V 437-W/LEC/001Jassem, Agata, Horwitz, MarcLEC3-16",Unknown,LEC
1012,BIOL,2025-12-01 13:00:00,2025-12-01 14:00:00,"BIOL_V 463-W/LEC/101Kalas, PamelaLEC3-16",Unknown,LEC
1012,BIOL,2025-12-03 13:00:00,2025-12-03 14:00:00,"BIOL_V 463-W/LEC/101Kalas, PamelaLEC3-16",Unknown,LEC
1012,BIOL,2025-12-05 13:00:00,2025-12-05 14:00:00,"BIOL_V 463-W/LEC/101Kalas, PamelaLEC3-16",Unknown,LEC
1012,BIOL,2025-12-01 14:00:00,2025-12-01 17:00:00,N/A,Unknown,OTHER
1012,BIOL,2025-12-02 14:00:00,2025-12-02 17:00:00,"BIOL_V 180-W/Lec/1F1Norman, LynnLEC3-16",Unknown,LEC
1012,BIOL,2025-12-03 14:00:00,2025-12-03 17:00:00,N/A,Unknown,OTHER
1012,BIOL,2025-12-04 14:00:00,2025-12-04 17:00:00,"BIOL_V 180-W/Lec/1L1Wasteneys, GeoffLEC3-16",Unknown,LEC
1012,BIOL,2025-12-02 17:00:00,2025-12-02 18:00:00,N/A,Unknown,OTHER
1012,BIOL,2025-12-03 17:00:00,2025-12-03 19:30:00,N/A,Unknown,OTHER
1012,BIOL,2025-12-04 17:00:00,2025-12-04 19:30:00,N/A,Unknown,OTHER
1012,BIOL,2025-12-01 18:00:00,2025-12-01 19:00:00,N/A,Unknown,OTHER
1012,BIOL,2025-12-02 18:30:00,2025-12-02 19:30:00,N/A,Unknown,OTHER
2200,BIOL,2025-12-02 08:00:00,2025-12-02 09:30:00,"APSC_V 262-W/LEC/101, APSC_V 262-W/LEC/102, APSC_V 262-W/LEC/103Jameson, AlexanderLEC3-16",Unknown,LEC
2200,BIOL,2025-12-01 09:30:00,2025-12-01 11:00:00,"FNH_V 342-W/LEC/001Black, JenniferLEC3-16",Unknown,LEC
2200,BIOL,2025-12-02 09:30:00,2025-12-02 11:00:00,"CRWR_V 319-W/LEC/001Hopkinson, NoelleLEC3-16",Unknown,LEC
2200,BIOL,2025-12-03 09:30:00,2025-12-03 10:30:00,"UDES_V 504-W/LEC/101, DES_V 422-W/LEC/101Stevens, Sara, Abughannam, RanaLEC3-16",Unknown,LEC
2200,BIOL,2025-12-04 09:30:00,2025-12-04 11:00:00,"CRWR_V 319-W/LEC/001Hopkinson, NoelleLEC3-16",Unknown,LEC
2200,BIOL,2025-12-05 09:30:00,2025-12-05 11:00:00,"FNH_V 342-W/LEC/001Black, JenniferLEC3-16",Unknown,LEC
2200,BIOL,2025-12-03 10:30:00,2025-12-03 11:30:00,DES_V 422-W/LEC/101LEC3-16,Unknown,LEC
2200,BIOL,2025-12-02 11:00:00,2025-12-02 12:30:00,"NURS_V 280-W/LEC/001Gilbert, KristenLEC3-16",Unknown,LEC
2200,BIOL,2025-12-04 11:00:00,2025-12-04 12:30:00,"NURS_V 280-W/LEC/001Gilbert, KristenLEC3-16",Unknown,LEC
2200,BIOL,2025-12-03 12:00:00,2025-12-03 13:00:00,N/A,Unknown,OTHER
2200,BIOL,2025-12-01 12:30:00,2025-12-01 14:00:00,"CIVL_V 435-W/LEC/101Ventura, Carlos EstuardoLEC3-16",Unknown,LEC
2200,BIOL,2025-12-02 12:30:00,2025-12-02 14:00:00,"CHIN_V 485-W/LEC/011Zheng, BinLEC3-16",Unknown,LEC
2200,BIOL,2025-12-04 12:30:00,2025-12-04 14:00:00,"CHIN_V 485-W/LEC/011Zheng, BinLEC3-16",Unknown,LEC
2200,BIOL,2025-12-05 13:00:00,2025-12-05 15:00:00,"PCTH_V 404-W/LEC/001Bozek, Catrina, Singh, Amritpal, Carleton, Bruce, Horne, Andrew, Barr, Alasdair,",Unknown,LEC
2200,BIOL,2025-12-01 14:00:00,2025-12-01 15:00:00,"DENT_V 430-W/LEC/IGPLEC4-8, 10-12, 14-16",Unknown,LEC
2200,BIOL,2025-12-02 14:00:00,2025-12-02 15:30:00,"NSCI_V 487A-W/LEC/001Beasley, Clare LouiseLEC3-16",Unknown,LEC
2200,BIOL,2025-12-03 14:00:00,2025-12-03 17:00:00,"DES_V 430-W/LEC/101Roehr, DanielLEC3-16",Unknown,LEC
2200,BIOL,2025-12-04 14:00:00,2025-12-04 15:30:00,"NSCI_V 487A-W/LEC/001Beasley, Clare LouiseLEC3-16",Unknown,LEC
2200,BIOL,2025-12-01 15:00:00,2025-12-01 17:00:00,MICB_V 471-W/LEC/101LEC3-16,Unknown,LEC
2200,BIOL,2025-12-02 16:00:00,2025-12-02 17:00:00,N/A,Unknown,OTHER
2200,BIOL,2025-12-04 16:00:00,2025-12-04 19:30:00,N/A,Unknown,OTHER
1030,BRCS,2025-12-02 08:00:00,2025-12-02 09:30:00,"DSCI_V 513-W/LEC/001Zarkoob, HedayatLEC14-18",Unknown,LEC
1030,BRCS,2025-12-04 08:00:00,2025-12-04 09:30:00,"DSCI_V 513-W/LEC/001Zarkoob, HedayatLEC14-18",Unknown,LEC
1030,BRCS,2025-12-01 09:30:00,2025-12-01 11:00:00,"APBI_V 244-W/LEC/001, GEOS_V 200-W/LEC/101Liu, TianjiaLEC3-16",Unknown,LEC
1030,BRCS,2025-12-02 09:30:00,2025-12-02 11:00:00,"PSYC_V 305-W/LEC/001Goetz, FriedrichLEC3-16",Unknown,LEC
1030,BRCS,2025-12-03 09:30:00,2025-12-03 11:00:00,"APBI_V 244-W/LEC/001, GEOS_V 200-W/LEC/101Liu, TianjiaLEC3-16",Unknown,LEC
1030,BRCS,2025-12-04 09:30:00,2025-12-04 11:00:00,"PSYC_V 305-W/LEC/001Goetz, FriedrichLEC3-16",Unknown,LEC
1030,BRCS,2025-12-01 11:00:00,2025-12-01 12:00:00,"FNH_V 403-W/LEC/001Ross, NancyLEC3-16",Unknown,LEC
1030,BRCS,2025-12-02 11:00:00,2025-12-02 12:30:00,"PSYC_V 305-W/LEC/002Goetz, FriedrichLEC3-16",Unknown,LEC
1030,BRCS,2025-12-03 11:00:00,2025-12-03 12:00:00,"FNH_V 403-W/LEC/001Ross, NancyLEC3-16",Unknown,LEC
1030,BRCS,2025-12-04 11:00:00,2025-12-04 12:30:00,"PSYC_V 305-W/LEC/002Goetz, FriedrichLEC3-16",Unknown,LEC
1030,BRCS,2025-12-05 11:00:00,2025-12-05 12:00:00,"FNH_V 403-W/LEC/001Ross, NancyLEC3-16",Unknown,LEC
1030,BRCS,2025-12-01 12:00:00,2025-12-01 13:00:00,"PSYC_V 322-W/LEC/001Jose, Miguel Antonio Del RosarioLEC3-16",Unknown,LEC
1030,BRCS,2025-12-03 12:00:00,2025-12-03 13:00:00,"PSYC_V 322-W/LEC/001Jose, Miguel Antonio Del RosarioLEC3-16",Unknown,LEC
1030,BRCS,2025-12-05 12:00:00,2025-12-05 13:00:00,"PSYC_V 322-W/LEC/001Jose, Miguel Antonio Del RosarioLEC3-16",Unknown,LEC
1030,BRCS,2025-12-02 12:30:00,2025-12-02 14:00:00,"KIN_V 120-W/LEC/001Gallo, MariaLEC3-16",Unknown,LEC
1030,BRCS,2025-12-04 12:30:00,2025-12-04 14:00:00,"KIN_V 120-W/LEC/001Gallo, MariaLEC3-16",Unknown,LEC
1030,BRCS,2025-12-01 13:00:00,2025-12-01 14:00:00,"POLI_V 100-W/LEC/227, POLI_V 100-W/LEC/228McKay, SpencerLEC3-16",Unknown,LEC
1030,BRCS,2025-12-03 13:00:00,2025-12-03 14:00:00,"POLI_V 100-W/LEC/227, POLI_V 100-W/LEC/228McKay, SpencerLEC3-16",Unknown,LEC
1030,BRCS,2025-12-05 13:00:00,2025-12-05 14:00:00,"POLI_V 100-W/LEC/227, POLI_V 100-W/LEC/228McKay, SpencerLEC3-16",Unknown,LEC
1030,BRCS,2025-12-01 14:00:00,2025-12-01 15:30:00,"ECON_V 370-W/LEC/002Chapple, CliveLEC3-16",Unknown,LEC
1030,BRCS,2025-12-02 14:00:00,2025-12-02 15:30:00,"ECON_V 101-W/LEC/013Drelichman, MauricioLEC3-16",Unknown,LEC
1030,BRCS,2025-12-03 14:00:00,2025-12-03 15:30:00,"ECON_V 370-W/LEC/002Chapple, CliveLEC3-16",Unknown,LEC
1030,BRCS,2025-12-04 14:00:00,2025-12-04 15:30:00,"ECON_V 101-W/LEC/013Drelichman, MauricioLEC3-16",Unknown,LEC
1030,BRCS,2025-12-05 14:00:00,2025-12-05 17:00:00,N/A,Unknown,OTHER
1030,BRCS,2025-12-01 15:30:00,2025-12-01 17:00:00,"ECON_V 370-W/LEC/001Chapple, CliveLEC3-16",Unknown,LEC
1030,BRCS,2025-12-03 15:30:00,2025-12-03 17:00:00,"ECON_V 370-W/LEC/001Chapple, CliveLEC3-16",Unknown,LEC
1030,BRCS,2025-12-04 15:30:00,2025-12-04 17:00:00,"CRWR_V 213-W/LEC/CAPMoss, JenniferLEC3-16",Unknown,LEC
1030,BRCS,2025-12-02 16:00:00,2025-12-02 19:00:00,"PSYC_V 302-W/LEC/002Werker, JanetLEC3-16",Unknown,LEC
2070,BRCS,2025-12-01 09:30:00,2025-12-01 11:00:00,"FMST_V 314-W/LEC/101Dawczyk, AnnaLEC3-16",Unknown,LEC
2070,BRCS,2025-12-02 09:30:00,2025-12-02 11:00:00,"CENS_V 203-W/LEC/1, NORD_V 341-W/LEC/1Frandy, TimLEC3-16",Unknown,LEC
2070,BRCS,2025-12-03 09:30:00,2025-12-03 11:00:00,"FMST_V 314-W/LEC/101Dawczyk, AnnaLEC3-16",Unknown,LEC
2070,BRCS,2025-12-04 09:30:00,2025-12-04 11:00:00,"CENS_V 203-W/LEC/1, NORD_V 341-W/LEC/1Frandy, TimLEC3-16",Unknown,LEC
2070,BRCS,2025-12-01 11:00:00,2025-12-01 12:30:00,"ARCL_V 235-W/001Speller, CamillaLEC3-16",Unknown,LEC
2070,BRCS,2025-12-02 11:00:00,2025-12-02 12:30:00,"GMST_V 335-W/LEC/101Gassner, FlorianLEC3-16",Unknown,LEC
2070,BRCS,2025-12-03 11:00:00,2025-12-03 12:30:00,"ARCL_V 235-W/001Speller, CamillaLEC3-16",Unknown,LEC
2070,BRCS,2025-12-04 11:00:00,2025-12-04 12:30:00,"GMST_V 335-W/LEC/101Gassner, FlorianLEC3-16",Unknown,LEC
2070,BRCS,2025-12-01 12:30:00,2025-12-01 14:00:00,"POLI_V 332A-W/LEC/001Sharif, SallyLEC3-16",Unknown,LEC
2070,BRCS,2025-12-02 12:30:00,2025-12-02 14:00:00,"ASIA_V 326-W/LEC/013Blum, HaleyLEC3-16",Unknown,LEC
2070,BRCS,2025-12-03 12:30:00,2025-12-03 14:00:00,"POLI_V 332A-W/LEC/001Sharif, SallyLEC3-16",Unknown,LEC
2070,BRCS,2025-12-04 12:30:00,2025-12-04 14:00:00,"ASIA_V 326-W/LEC/013Blum, HaleyLEC3-16",Unknown,LEC
2070,BRCS,2025-12-01 14:00:00,2025-12-01 15:30:00,"RMST_V 340-W/LEC/101Zhang, GaohengLEC3-16",Unknown,LEC
2070,BRCS,2025-12-02 14:00:00,2025-12-02 15:30:00,"GEOG_V 497-W/LEC/101Kuhn, McKenzieLEC3-16",Unknown,LEC
2070,BRCS,2025-12-03 14:00:00,2025-12-03 15:30:00,"RMST_V 340-W/LEC/101Zhang, GaohengLEC3-16",Unknown,LEC
2070,BRCS,2025-12-04 14:00:00,2025-12-04 15:30:00,"GEOG_V 497-W/LEC/101Kuhn, McKenzieLEC3-16",Unknown,LEC
2070,BRCS,2025-12-01 15:30:00,2025-12-01 17:00:00,"SOCI_V 102-W/LEC/101Greer, KerryLEC3-16",Unknown,LEC
2070,BRCS,2025-12-02 15:30:00,2025-12-02 17:00:00,"CENS_V 202-W/LEC/102Lieblang, JasonLEC3-16",Unknown,LEC
2070,BRCS,2025-12-03 15:30:00,2025-12-03 17:00:00,"SOCI_V 102-W/LEC/101Greer, KerryLEC3-16",Unknown,LEC
2070,BRCS,2025-12-04 15:30:00,2025-12-04 17:00:00,"CENS_V 202-W/LEC/102Lieblang, JasonLEC3-16",Unknown,LEC
A101,BUCH,2025-12-02 09:30:00,2025-12-02 11:00:00,"POLI_V 100-W/LEC/002Hopkins, VincentLEC3-16",Unknown,LEC
A101,BUCH,2025-12-04 09:30:00,2025-12-04 11:00:00,"POLI_V 100-W/LEC/002Hopkins, VincentLEC3-16",Unknown,LEC
A101,BUCH,2025-12-01 10:00:00,2025-12-01 11:00:00,"POLI_V 101-W/LEC/001Baier, GeraldLEC3-16",Unknown,LEC
A101,BUCH,2025-12-03 10:00:00,2025-12-03 11:00:00,"POLI_V 101-W/LEC/001Baier, GeraldLEC3-16",Unknown,LEC
A101,BUCH,2025-12-05 10:00:00,2025-12-05 11:00:00,"POLI_V 101-W/LEC/001Baier, GeraldLEC3-16",Unknown,LEC
A101,BUCH,2025-12-01 11:00:00,2025-12-01 12:00:00,"KIN_V 110-W/LEC/001Inglis, J TimothyLEC3-16",Unknown,LEC
A101,BUCH,2025-12-02 11:00:00,2025-12-02 12:30:00,"CRWR_V 209-W/LEC/001Vigna, JohnLEC3-16",Unknown,LEC
A101,BUCH,2025-12-03 11:00:00,2025-12-03 12:00:00,"KIN_V 110-W/LEC/001Inglis, J TimothyLEC3-16",Unknown,LEC
A101,BUCH,2025-12-05 11:00:00,2025-12-05 12:00:00,"KIN_V 110-W/LEC/001Inglis, J TimothyLEC3-16",Unknown,LEC
A101,BUCH,2025-12-02 12:30:00,2025-12-02 14:00:00,"CRWR_V 203-W/LEC/001Kyi, TanyaLEC3-16",Unknown,LEC
A101,BUCH,2025-12-03 12:30:00,2025-12-03 14:00:00,"CRWR_V 206-W/LEC/001Morais, CarlosLEC3-16",Unknown,LEC
A101,BUCH,2025-12-04 12:30:00,2025-12-04 14:00:00,"CRWR_V 203-W/LEC/001Kyi, TanyaLEC3-16",Unknown,LEC
A101,BUCH,2025-12-01 14:00:00,2025-12-01 15:30:00,"DSCI_V 100-W/LEC/004Yu, Hoi Yin Eugenia, Chen, DanielLEC3-16",Unknown,LEC
A101,BUCH,2025-12-02 14:00:00,2025-12-02 15:00:00,N/A,Unknown,OTHER
A101,BUCH,2025-12-03 14:00:00,2025-12-03 15:30:00,"DSCI_V 100-W/LEC/004Yu, Hoi Yin Eugenia, Chen, DanielLEC3-16",Unknown,LEC
A101,BUCH,2025-12-04 14:00:00,2025-12-04 15:30:00,"CRWR_V 213-W/LEC/001Clark, RaymondLEC3-16",Unknown,LEC
A101,BUCH,2025-12-02 15:30:00,2025-12-02 17:30:00,"HIST_V 112-W/LEC/002Christopoulos, JohnLEC3-16",Unknown,LEC
A101,BUCH,2025-12-03 15:30:00,2025-12-03 20:00:00,N/A,Unknown,OTHER
A101,BUCH,2025-12-04 15:30:00,2025-12-04 17:00:00,"HIST_V 240-W/LEC/101Christopoulos, JohnLEC3-16",Unknown,LEC
A102,BUCH,2025-12-05 08:30:00,2025-12-05 13:00:00,N/A,Unknown,OTHER
A102,BUCH,2025-12-01 09:00:00,2025-12-01 10:00:00,"ENGL_V 110-W/LEC/001Potter, TiffanyLEC3-16",Unknown,LEC
A102,BUCH,2025-12-03 09:00:00,2025-12-03 10:00:00,"ENGL_V 110-W/LEC/001Potter, TiffanyLEC3-16",Unknown,LEC
A102,BUCH,2025-12-02 09:30:00,2025-12-02 11:00:00,"POLI_V 304-W/LEC/001Prest, StewartLEC3-16",Unknown,LEC
A102,BUCH,2025-12-04 09:30:00,2025-12-04 11:00:00,"POLI_V 304-W/LEC/001Prest, StewartLEC3-16",Unknown,LEC
A102,BUCH,2025-12-01 10:00:00,2025-12-01 11:00:00,"AMNE_V 151-W/LEC/001McElduff, SiobhanLEC3-16",Unknown,LEC
A102,BUCH,2025-12-03 10:00:00,2025-12-03 11:00:00,"AMNE_V 151-W/LEC/001McElduff, SiobhanLEC3-16",Unknown,LEC
A102,BUCH,2025-12-01 11:00:00,2025-12-01 12:00:00,"ENGL_V 111-W/LEC/001Burgess, MirandaLEC3-16",Unknown,LEC
A102,BUCH,2025-12-02 11:00:00,2025-12-02 12:30:00,"LASO_V 350A-W/LEC/101Miller, BradleyLEC3-16",Unknown,LEC
A102,BUCH,2025-12-03 11:00:00,2025-12-03 12:00:00,"ENGL_V 111-W/LEC/001Burgess, MirandaLEC3-16",Unknown,LEC
A102,BUCH,2025-12-04 11:00:00,2025-12-04 12:30:00,"LASO_V 350A-W/LEC/101Miller, BradleyLEC3-16",Unknown,LEC
A102,BUCH,2025-12-01 12:30:00,2025-12-01 14:00:00,"ANTH_V 203-W/LEC/001Wainer, RafaelLEC3-16",Unknown,LEC
A102,BUCH,2025-12-02 12:30:00,2025-12-02 14:00:00,"ECON_V 227-W/LEC/001Graves, JonathanLEC3-16",Unknown,LEC
A102,BUCH,2025-12-03 12:30:00,2025-12-03 14:00:00,"ANTH_V 203-W/LEC/001Wainer, RafaelLEC3-16",Unknown,LEC
A102,BUCH,2025-12-04 12:30:00,2025-12-04 14:00:00,"ECON_V 227-W/LEC/001Graves, JonathanLEC3-16",Unknown,LEC
A102,BUCH,2025-12-01 14:00:00,2025-12-01 15:30:00,"POLI_V 341A-W/LEC/001Afsahi, AfsounLEC3-16",Unknown,LEC
A102,BUCH,2025-12-02 14:00:00,2025-12-02 15:30:00,"SOCI_V 250-W/LEC/101Chan, ElicLEC3-16",Unknown,LEC
A102,BUCH,2025-12-03 14:00:00,2025-12-03 15:30:00,"POLI_V 341A-W/LEC/001Afsahi, AfsounLEC3-16",Unknown,LEC
A102,BUCH,2025-12-04 14:00:00,2025-12-04 15:30:00,"SOCI_V 250-W/LEC/101Chan, ElicLEC3-16",Unknown,LEC
A102,BUCH,2025-12-05 14:30:00,2025-12-05 18:00:00,N/A,Unknown,OTHER
A102,BUCH,2025-12-02 15:30:00,2025-12-02 17:00:00,"PSYC_V 300-W/LEC/003Yip, JenniferLEC3-16",Unknown,LEC
A102,BUCH,2025-12-04 15:30:00,2025-12-04 17:00:00,"PSYC_V 300-W/LEC/003Yip, JenniferLEC3-16",Unknown,LEC
A102,BUCH,2025-12-02 17:00:00,2025-12-02 20:00:00,"PSYC_V 350-W/LEC/2Goldsmith, KaitlynLEC3-16",Unknown,LEC
A102,BUCH,2025-12-03 17:00:00,2025-12-03 20:00:00,"CRWR_V 312-W/001Clark, RaymondLEC3-16",Unknown,LEC
A103,BUCH,2025-12-02 08:00:00,2025-12-02 09:30:00,"MATH_V 307-W/LEC/103Walls, Patrick, Alacaoglu, AhmetLEC3-16",Unknown,LEC
A103,BUCH,2025-12-04 08:00:00,2025-12-04 09:30:00,"MATH_V 307-W/LEC/103Walls, Patrick, Alacaoglu, AhmetLEC3-16",Unknown,LEC
A103,BUCH,2025-12-01 09:30:00,2025-12-01 11:00:00,"POLI_V 345A-W/LEC/001Afsahi, AfsounLEC3-16",Unknown,LEC
A103,BUCH,2025-12-02 09:30:00,2025-12-02 11:00:00,"MATH_V 319-W/LEC/101Martens, Adam, Rechnitzer, AndrewLEC3-16",Unknown,LEC
A103,BUCH,2025-12-03 09:30:00,2025-12-03 11:00:00,"POLI_V 345A-W/LEC/001Afsahi, AfsounLEC3-16",Unknown,LEC
A103,BUCH,2025-12-04 09:30:00,2025-12-04 11:00:00,"MATH_V 319-W/LEC/101Martens, Adam, Rechnitzer, AndrewLEC3-16",Unknown,LEC
A103,BUCH,2025-12-01 11:00:00,2025-12-01 12:00:00,"MATH_V 300-W/LEC/101Tsai, Tai-PengLEC3-16",Unknown,LEC
A103,BUCH,2025-12-02 11:00:00,2025-12-02 12:30:00,"ECON_V 325-W/LEC/001Song, KyungchulLEC3-16",Unknown,LEC
A103,BUCH,2025-12-03 11:00:00,2025-12-03 12:00:00,"MATH_V 300-W/LEC/101Tsai, Tai-PengLEC3-16",Unknown,LEC
A103,BUCH,2025-12-04 11:00:00,2025-12-04 12:30:00,"ECON_V 325-W/LEC/001Song, KyungchulLEC3-16",Unknown,LEC
A103,BUCH,2025-12-05 11:00:00,2025-12-05 12:00:00,"MATH_V 300-W/LEC/101Tsai, Tai-PengLEC3-16",Unknown,LEC
A103,BUCH,2025-12-01 12:00:00,2025-12-01 13:00:00,"PHIL_V 101-W/LEC/001Margolis, EricLEC3-16",Unknown,LEC
A103,BUCH,2025-12-03 12:00:00,2025-12-03 13:00:00,"PHIL_V 101-W/LEC/001Margolis, EricLEC3-16",Unknown,LEC
A103,BUCH,2025-12-02 12:30:00,2025-12-02 14:00:00,"RMST_V 201-W/LEC/101Piechocki, KatharinaLEC3-16",Unknown,LEC
A103,BUCH,2025-12-04 12:30:00,2025-12-04 14:00:00,"RMST_V 201-W/LEC/101Piechocki, KatharinaLEC3-16",Unknown,LEC
A103,BUCH,2025-12-01 13:00:00,2025-12-01 14:00:00,"ENGL_V 110-W/LEC/004Cavell, Richard AnthonyLEC3-16",Unknown,LEC
A103,BUCH,2025-12-03 13:00:00,2025-12-03 14:00:00,"ENGL_V 110-W/LEC/004Cavell, Richard AnthonyLEC3-16",Unknown,LEC
A103,BUCH,2025-12-02 14:00:00,2025-12-02 15:30:00,"SOCI_V 302-W/LEC/101Robinson, OralLEC3-16",Unknown,LEC
A103,BUCH,2025-12-04 14:00:00,2025-12-04 15:30:00,"SOCI_V 302-W/LEC/101Robinson, OralLEC3-16",Unknown,LEC
